,id,name,slug,description
1822,F42cEsUeEeyjtxKM3tvx3w,Créer un Business Model Canvas avec Miro,creer-business-model-canvas-miro,"Ce projet vous permet de réaliser un Business Model Canvas avec la plateforme Miro, outil en ligne de création de visuels graphiques professionnels et de travail collaboratif à distance. Vous comprendrez les diverses fonctionnalités de la plateforme et vous aurez toutes les compétences de base pour créer un Business Model Canvas ou modèle économique pour votre projet en toute simplicité. 
Vous apprendrez à utiliser Miro pour construire facilement votre Business Model Canvas appelé aussi modèle économique et serez capable de le présenter avec clarté. Ce projet est destiné aux personnes souhaitant développer leur projet professionnel."
1823,pMRvX-evEeiS7hIrivyAug,القيادة الدولية والسلوك التنظيمي,organizational-behavior-ar,"يزداد عمل القادة في مجال الأعمال التجارية والمنظمات غير الهادفة للربح عبر الحدود الوطنية وفي بيئات متعددة الثقافات. فقد تعمل بانتظام مع عملاء أو مورّدين في الخارج، أو تكون عضوًا في فريق متعدد الوظائف ومنتشر في أماكن متعددة في العالم، أو تعمل مع مدير أجنبي بشأن مهمة دولية. وقد تكون عضوًا في مجتمع عالمي على شبكة الإنترنت، أو عامل إغاثة إنمائية تتعاون مع شبكة دولية للمنظمات الشريكة. وفي جميع هذه السياقات، تعتمد فاعليتك كقائد على كيفية الإدراك الجيد لديك، وقدرتك على إدارة سلوكيات الأفراد والجماعات في سياق متعدد الثقافات.

في هذه الدورة التدريبية -بمصاحبة فريق خبراء هيئة التدريس بجامعة بوكوني وخريجي جامعة بوكوني- سنكتشف النظرية والتطبيق المتعلقين بالقيادة والسلوك التنظيمي الدوليين ومتعددي الثقافات. وكشفت أبحاث العلوم الاجتماعية عن طرق منهجية تختلف فيها سلوكياتنا في مختلف السياقات الثقافية، مما يمكننا من العمل عبر الحدود على نحو أكثر فاعلية. إن الرؤى المأخوذة من علم النفس، والعلوم العصبية، وعلم الاجتماع، وعلم الأنثروبولوجيا، والمأخوذة من الدراسات المجتمعية، والمنح الدراسيّة في مجال الإدارة تتيح لنا فهم العوامل التي تشكل صنع القرار للفرد والجماعة، وما الذي يعزز أداء الفريق أو يُضعفه، وكيف يمكننا بناء شبكات اجتماعية لدينا واستخدامها. وكذلك يتيح لنا تبادل الخبرة العملية للقادة الدوليين تحديد خطوات ملموسة لتعزيز كفاءة القيادة من خلال الثقافات المتعددة، وتوعيتنا بالتحديات الشائعة التي تواجهنا في أثناء القيادة.

يتيح تعلُّم السلوك التنظيمي فرصة كبيرة لتطوير مهارات القيادة والتفكير في اتجاهات سلوكيتنا.كيف تقوم غالبًا بصنع القرارات المهمة؟ ما الذي يحفزك؟ وكيف تحاول تحفيز الآخرين؟وكيف تُعزز المهارات المتنوعة والآراء المتبناة في الفريق وتدمجها بنجاح؟هل تفضل العلاقات المهنية مع مجموعة متماسكة من الزملاء الموثوق بهم، أم مع شبكة واسعة الانتشار من المعارف من شتى مجالات الحياة؟
إذا كنت تريد حقًّا تعلُّم كيفية تصرف المنظمات وصنعها للقرارات، وتطوّر في الوقت نفسه مهارات القيادة، إذًا فهذه الدورة التدريبية مُصممة خصيصًا لك.

ونتطلع للترحيب بك ودعمك في رحلة التعلم والاكتشاف هذه.

المنهج الدراسي للدورة التدريبية
الأسبوع 1 - فطنة القيادة. - المنظور الدولي عن القيادة، والتحديات والمصائد الشائعة، وفرص القيادة متعددة الثقافات. 
الأسبوع 2 - التعامل مع الثقافة. تأثير الاختلافات الثقافية في المنظمات، وتفهّم الثقافة، وتصنيفات الثقافة، والقوالب النمطية المتعلقة بها، وتطوير مهارات الذكاء بين الثقافات.
الأسبوع 3 - التواصل. التواصل وتأثيره في الهوية القيادية والعلاقات، وإدارة التواصل لتحسين صنع القرار، والخطوات المتبعة لتطوير مهارات التواصل بين الثقافات.
الأسبوع 4 - التحفيز.آراء بشأن تحفيز الأفراد، والاختلاف الثقافي في التحفيز، وتطوير التحفيز والالتزام في الفريق.
الأسبوع 5 - إقامة الشبكات. نماذج من العلاقات الاجتماعية داخل/بين المنظمات، وتطوير الشبكات الاجتماعية ورأس المال الاجتماعي على نحو استراتيجي، ومعايير إقامة الشبكات بين الثقافات.
الأسبوع 6 - النزاع. مزايا/عيوب نُهُج إدارة النزاعات، والتعامل مع المآزق الأخلاقية.
وبفضل مشاركة الخريجين لدينا ورابطة خريجي جامعة بوكوني، ستكون للمشاركين رؤى عملية بشأن القيادة الدولية.

الخلفية المُوصى بها.
إن بعض تجارب التعرُّض المُسبق للقضايا الأساسية للسلوك التنظيمي (التواصل، وصنع القرار، والتحفيز، وما إلى ذلك) مفيدة، ولكن ليست مطلوبة."
1824,2Vg4OG14EeeLuxKawECaMg,Improvisação no Jazz,improvisacao-no-jazz,"Aprenda os conceitos básicos de improvisação com Gary Burton, um dos improvisadores mais renomados do mundo do jazz, incluindo os processos mentais, melódicos e harmônicos que contribuem com as habilidades instintivas que um improvisador põe em prática ao realizar um solo.

Embora muitas pessoas sejam fãs de jazz e compreendam que os músicos estão frequentemente ""compondo"" as notas que tocam durante uma apresentação, a maioria das pessoas — o que geralmente inclui os próprios músicos que estão aprendendo a improvisar — não sabe com clareza quais são os processos exatos que ocorrem e fazem isso tudo acontecer. O objetivo deste curso é apresentar os conceitos básicos da improvisação moderna e mostrar como dominar as diferentes habilidades musicais e mentais envolvidas. 

O autor do curso, Gary Burton, codifica uma abordagem muito procurada da improvisação, a qual tem sido o centro do currículo da Berklee College of Music há décadas. Os alunos que concluírem esse curso saberão o que e como praticar os diversos aspectos da improvisação, além de compreenderem como o improvisador se comunica espontaneamente com os ouvintes por meio de suas criações musicais."
1825,fJkigLR0Ee2RFw58751QMQ,عملاء قاعدة البيانات,database-clients-ar,"اكتشف كيفية كتابة التطبيقات المعتمدة على قواعد البيانات بلغة Python من خلال إنشاء أنواع مختلفة من العملاء الذين يتصلون بقواعد بيانات MySQL باستخدام كود Python وميزات وأدوات MySQL المتعلقة بلغة Python. 

بنهاية هذه الدورة التدريبية، ستتمكن مما يلي: 

- استخدام كود Python لإنشاء قواعد بيانات وجداول MySQL وملئها واستخدامها 
- الوصول إلى وظائف متقدمة في MySQL باستخدام عملاء Python المصممين بشكل مخصص 
- تطوير معرفة العمل بالموضوعات المتقدمة في MySQL
- تطبيق مبادئ موضوعات MySQL المتقدمة لحل المشكلات باستخدام لغة Python
- تطوير معرفة عملية بالطرق التي تتصل بها قاعدة بيانات MySQL بالويب عبر واجهة Django API  
- إنشاء تطبيق Python مفيد قادر على إدارة قواعد بيانات MySQL

ستكتسب خبرة باستخدام الأدوات والبرمجيات التالية: 
- كود Python 
- ميزات وأدوات MySQL المتعلقة بلغة Python
- إطار عمل Django REST 
- واجهة _meta API 

لأخذ هذه الدورة التدريبية، يجب أن تكون قد أكملت موضوعات MySQL المتقدمة في الدورة التدريبية السابقة. يجب أيضًا أن تكون حريصًا على مواصلة رحلتك مع الترميز."
1826,uvMN915KEeW5iQpSR8Sfhw,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,alta-direccion,"Este curso persigue adentrarse en la realidad del trabajo de un alto ejecutivo: lo qué hace y cómo lo hace. Es un hecho conocido que la mayoría de altos directivos dedican hasta el 90% de su tiempo al día a día y menos del 10% a las tareas asociadas al pensamiento estratégico en la organización. Por eso es importante ir más allá y entender las prioridades que configuran esta actuación diaria. Al final, la mejor estrategia es aquella que se practica; la mejor organización, aquella que funciona; y el quehacer cotidiano coherente con las prioridades establecidas, la base de la continuidad con éxito de las empresas. 

El objetivo del curso es aportar una visión estructurada de cómo logran este objetivo los “buenos directivos”, con la voluntad de que sirva a futuros altos ejecutivos a orientar mejor su carrera, a enfocar sus actividades y a desarrollar su propio estilo de dirección.

El curso profundiza en las prioridades de la Alta Dirección a partir de la actuación diaria de directivos de probada valía y con éxito profesional en empresas diversas. 

El contenido está basado en los resultados de las entrevistas personales que hemos realizado a más de 200 directores generales de compañías muy diversas. Gran parte de este material ha quedado recogido en los libros publicados “Qué hacen los buenos directivos. El reto del siglo XXI”  y “Yo Dirijo”, cuya lectura recomendamos a todo aquel que desee ampliar su perspectiva sobre esta materia.

El modelo que se propugna en curso es el resultado de una amplia investigación empírica; no es una doctrina, sino un instrumento mental para ayudar a construir una configuración empresarial que potencie el hacer de la gente para que, sin dejación de su derecho a ser felices y a la autonomía, logren su plenitud como personas y como profesionales, a la vez que la compañía alcanza cotas altas en los indicadores de salud empresarial."
1827,KjpZ6KuQEey44Q4AsVOVkw,Consulting Approach to Problem Solving,consulting-problem-solving,"This is the #3 course in the specialization on management consulting.

Management consultants excel at solving difficult and complex business problems. How do they do this? Shouldn’t clients know more about their situation than external consultants? Consultants are trained to systematically break down problems into logical pieces, then aggressively pursue answers with data: 
•	Think about the problem broadly; strategy, operations, people, technology
•	Define the problem clearly; articulate “what does success look like?”
•	Break the problem into “buckets” so it is easy to understand
•	Use hypotheses to “guess” your way to the potential answer(s)
•	Find and clean up messy data; convert the data into useful recommendations"
1828,EWyEOzkXEe-hvAr_8yolJQ,Gemini for Data Scientists and Analysts - 日本語版,gemini-for-data-scientists-and-analysts-ja,"""このコースでは、生成 AI を活用した Google Cloud のコラボレーターである Gemini が、顧客データの分析や商品売上の予測にどのように役立つかについて学びます。また、BigQuery で顧客データを使用して、新規顧客を特定、分類、発見する方法も学習します。ハンズオンラボでは、Gemini でデータ分析と ML のワークフローがどのように向上するかを体験します。

Duet AI は、次世代モデルである Gemini に名称変更されました。"""
1829,QIQS0UdaEe6gvRIgticq3Q,Python Data Analytics,python-data-analytics,"This course introduces the use of the Python programming language to manipulate datasets as an alternative to spreadsheets. You will follow the OSEMN framework of data analysis to pull, clean, manipulate, and interpret data all while learning foundational programming principles and basic Python functions. You will be introduced to the Python library, Pandas, and how you can use it to obtain, scrub, explore, and visualize data. 

By the end of this course you will be able to:
• Use Python to construct loops and basic data structures
• Sort, query, and structure data in Pandas,  the Python library
• Create data visualizations with Python libraries
• Model and interpret data using Python

This course is designed for people who want to learn the basics of using Python to sort and structure data for data analysis.

You don't need marketing or data analysis experience, but should have basic internet navigation skills and be eager to participate."
1830,q2HtWmehEeyIUg4Qv2RsBQ,نماذج تقييم الأداء | Performance Management Models  ,performance-management-models,"في ظل المنافسة الشرسة، تسعى الشركات في جميع أنحاء العالم إلى تحقيق أهدافها وتنفيذ خططها الاستراتيجية لتصل إلى النجاح المنشود والتفوق على منافسيها، وكي تتمكن من ذلك يجب عليها وضع معايير وأُسس لمراقبة تنفيذ تلك الخطط والأهداف على المدى القصير وعلى المدى البعيد، وذلك لمراقبة وقياس أداء العاملين وتقييمهم وتطوير أدائهم باستمرار، وأيضاً لتصحيح الانحرافات إن وجدت بهدف معالجة المشكلات في بدايتها قبل أن تتفاقم وتؤدي إلى ضرر المؤسسة وربما  انهيارها بأكملها على المدى البعيد.

هذه الدورة هي دورة تمهيدية؛ فهي تلقي الضوء على أساسيات الموضوع بشكل عام بهدف التعريف به وبمحاوره الأساسية التي يجب الإلمام بها.

إذا كنت من المهتمين بإتقان استيعاب والتعامل مع نماذج تقييم الأداء، أو كان مجال عملك يتطلب إتقان تلك المهارات وتوظيفها في سياق عملك، فهذه الدورة ستكون مثالية لإغناء خبرتك وتطوير مهاراتك في فهم وتوظيف نماذج تقييم الأداء بشكل فعال ومؤثر ينعكس بنتائج ملموسة على أعمالك.

حيث ستزودك هذه الدورة باطلاع واسع ودقيق على مجموعة من المحاور المتعلقة بهذا الموضوع، مثل: مراحل عملية إدارة الأداء، فهم المقصود بوضع الأهداف الذكية، الفرق بين الكفاءة والفعالية في العملية الإدارية، النماذج المستخدمة في عملية إدارة الأداء، مفهوم عملية إدارة الأداء."
1831,xM7O-XSMEeaf3xKPGtjggQ,Engineering Project Management: Initiating and Planning,initiating-planning,"The goal of the course is to give you the tools to initiate a project plan, manage both stakeholders and relationships, organize their team, develop a project charter, and build a business case for a project. 

By the end of this course you will be able to:
 
-  Perform a project assessment using information from previous projects and lessons learned
-  Identify key deliverables based on business requirements while managing customer expectations
-  Perform a stakeholder analysis and create a management plan
-  Analyze and develop a project organization
-  Create a project charter
-  Explain the business case for a project and calculate Net Present Value
-  Inform stakeholders of the charter and ensure all parties know the deliverables and expectations
 
As part of the course, you will prepare organization charts, create a Stakeholder Register, and write a Project Charter based on an engineering project in a provided Case Study.  The Stakeholder Register will outline the key parties to the project, their concerns and how you will manage their expectations.  Your Project Charter will provide the key guidance your team needs to understand the scope, requirements and purpose for the project.
 
All of this will position you for initiating and planning your first project and/or understanding how you can maximize your contributions on your next project team.

Rice Center for Engineering Leadership is a Registered Education Provider through the Project Management Institute (PMI)®. Learners who complete this course on the Certificate track will be awarded 12 hours of Profession Development Units. These are recognized by PMI for continuing education or can be applied toward the 35 hours of education required for the Project Management Professional (PMP)® certification. 

PMI and PMP are registered marks of the Project Management Institute, Inc."
1832,6hBssGgrEeyxLxJK4mLviw,Comment augmenter vos abonnés twitter,comment-augmenter-vos-abonnes-twitter,"Dans ce projet guidé d'une heure, vous apprendrez comment augmenter le nombre de vos abonnés sur Twitter. Vous apprendrez comment personnaliser votre profil sur Twitter, comment utiliser les hashtags et les tweets pour attirer un public plus large et comment vous engager socialement sur Twitter.
À la fin de ce projet, vous pourrez personnaliser votre profil sur Twitter, utiliser les bons tweets et hashtags et vous engager socialement sur Twitter pour attirer un public plus large."
1833,wCvG_eaEEe6fVhIpp0YmuQ,Introduction to PySpark,introduction-to-pyspark,"Welcome to Introduction to PySpark, a short course strategically crafted to empower you with the skills needed to assess the concepts of Big Data Management and efficiently perform data analysis using PySpark. Throughout this short course, you will acquire the expertise to perform data processing with PySpark, enabling you to efficiently handle large-scale datasets, conduct advanced analytics, and derive valuable insights from diverse data sources.

During this short course, you will explore the industry-specific applications of PySpark. By the end of this course, you will be able to:

1. Attain a basic understanding of the introduction of big data, including its characteristics, challenges, and importance in modern data-driven environments.
   
2. Familiarize with Spark architecture and its components, such as Spark Core and Spark SQL.
   
3. Familiarize with distributed computing concepts and how they apply to Spark's parallel processing model.
   
4. Explore PySpark and big data concepts to solve data-related challenges.
   
5. Write PySpark code to solve real-world data analysis and processing tasks.

This short course is designed for Data Analysts, Data Engineers, Data Scientists, and Big Data Developers seeking to enhance their skills in utilizing PySpark for data processing and analysis.

Prior experience with Python and Hadoop is beneficial but not mandatory for this course. 

Join us on this journey to enhance your PySpark skills and elevate your analytical and design capabilities."
1834,nMFXZ18vEeuaew6diVe1Ww,Computational Thinking with Javascript 1: Draw & Animate,comp-thinking-javascript-course-1,"This is the first course in a sequence of four courses that develops essential 21st century computational thinking (CT) skills using the popular JavaScript language as a vehicle.

At the end of this first course you will: know a framework for CT to help you learn about it and work with others; be developing your CT skills so that you can more easily work with digital technology of all kinds; be able to read and write programs in JavaScript that involve drawing and animation, using a specialised library; and post your creations on the web so that others can appreciate your skills.

This course is suitable for: complete beginners; those who have taken an introductory course in any programming language and want to learn more deeply about the thinking and learning skills they are starting to develop; those who wish to learn Javascript in a supportive environment.

The follow-on courses explore the manipulation and analysis of data, such an important aspect of our lives now, again in a highly supportive environment, and then we move the context to mainstream web--based platforms so that you can use these skills more widely."
1835,-Eu38u08EeSKeyIACwQXPg,Dog Emotion and Cognition,dog-emotion-and-cognition,"Dog Emotion and Cognition will introduce you to the exciting new study of dog psychology, what the latest discoveries tell us about how dogs think and feel about us, and how we can use this new knowledge to further strengthen our relationship with our best friends."
1836,DEc-YH6iEeyRTg6FtAvfBw,Pesquisa de Mercado com Métodos Quantitativos,pesquisa-de-mercado-com-metodos-quantitativos,"Nossas boas-vindas ao Curso Pesquisa de Mercado com Métodos Quantitativos.

Este curso tem como objetivo introduzir o aluno no ambiente da pesquisa quantitativa, discutindo o processo de desenvolvimento de instrumentos de coleta de dados, selecionando amostras, coletando e analisando os dados. 

Ao final deste curso, você será capaz de desenvolver todo o processo de coleta de dados da pesquisa quantitativa. 

Este curso é composto por quatro módulos, disponibilizados em semanas de aprendizagem. Cada módulo é composto por vídeos, leituras e testes de verificação de aprendizagem. Ao final de cada módulo, temos uma avaliação de verificação dos conhecimentos.

Estamos muito felizes com sua presença neste curso e esperamos que você tire o máximo de proveito dos conceitos aqui apresentados.

Bons estudos!"
1837,1qEFFhRlEemnrArl4L3rfA,Prediction and Control with Function Approximation,prediction-control-function-approximation,"In this course, you will learn how to solve problems with large, high-dimensional, and potentially infinite state spaces. You will see that estimating value functions can be cast as a supervised learning problem---function approximation---allowing you to build agents that carefully balance generalization and discrimination in order to maximize reward. We will begin this journey by investigating how our policy evaluation or prediction methods like Monte Carlo and TD can be extended to the function approximation setting. You will learn about feature construction techniques for RL, and representation learning via neural networks and backprop. We conclude this course with a deep-dive into policy gradient methods; a way to learn policies directly without learning a value function. In this course you will solve two continuous-state control tasks and investigate the benefits of policy gradient methods in a continuous-action environment. 

Prerequisites: This course strongly builds on the fundamentals of Courses 1 and 2, and learners should have completed these before starting this course.  Learners should also be comfortable with probabilities & expectations, basic linear algebra, basic calculus, Python 3.0 (at least 1 year), and  implementing algorithms from pseudocode.

By the end of this course, you will be able to: 

-Understand how to use supervised learning approaches to approximate value functions
-Understand objectives for prediction (value estimation) under function approximation
-Implement TD with function approximation (state aggregation), on an environment with an infinite state space (continuous state space)
-Understand fixed basis and neural network approaches to feature construction 
-Implement TD with neural network function approximation in a continuous state environment
-Understand new difficulties in exploration when moving to function approximation
-Contrast discounted problem formulations for control versus an average reward problem formulation
-Implement expected Sarsa and Q-learning with function approximation on a continuous state control task
-Understand objectives for directly estimating policies (policy gradient objectives)
-Implement a policy gradient method (called Actor-Critic) on a discrete state environment"
1838,1YrRj2QrEe6C8Aq3MM882w,Effective Service Innovation by Design in Hotel Management ,effective-service-innovation-by-design-in-hotel-management,"This practical course provides learners with insights into the art and science of designing innovative services in the Hotel industry to meet customers' evolving needs and drive organizational success. Throughout the course, learners will journey to understand the core principles and methodologies of service design.  

They will be introduced to the powerful concept of design thinking, which encourages a human-centered approach to problem-solving and service development. By immersing themselves in this creative process, learners will learn how to identify customer needs, pain points, and desires, effectively enabling them to craft customer-centric service offerings. 

In conclusion, learners will be equipped to reinvigorate businesses, creating memorable guest experiences while optimizing internal processes for sustainable success. They will be able to adapt to the vibrant ever-evolving hospitality industry and contribute to its continued growth and innovation. 

This course is designed for a variety of individuals. It's ideal for professionals aiming to enhance their service design and innovation skills, individuals interested in creating customer-centric, innovative service offerings, and entrepreneurs and business owners looking to differentiate their services in the competitive market.

Learners should have a basic understanding of business concepts and a willingness to explore creative ideas. No prior experience in service design is required."
1839,0bpfc_TPEeiaCRLMPMUxyA,Weight Management: Beyond Balancing Calories,weight-management-beyond-balancing-calories,"Across the globe, more people are suffering from obesity than at any other time in our history. Why has obesity become so common and so challenging? In this course, we will look at the root cause of obesity, as explained by the latest science. We will see how our food environment has evolved over the last half-century, and how it is altering our biology to over-consume calories and resist sustained weight loss. We will also see how stress, a sedentary lifestyle, and inadequate sleep disrupt our appetite control system to promote gaining weight. By developing a better understanding of the physiology behind obesity, you will learn how to work with your body to prevent and manage weight gain. This course will also provide practical tools and strategies for creating a long-term, sustainable weight management plan to leverage your habits and your surroundings."
1840,NyzO9f9QEeiU2RImQolf6g,Term-Structure and Credit Derivatives ,financial-engineering-termstructure,"This course will focus on capturing the evolution of interest rates and providing deep insight into credit derivatives. In the first module we discuss the term structure lattice models and cash account, and then analyze fixed income derivatives, such as Options, Futures, Caplets and Floorlets, Swaps and Swaptions. In the second module, we will examine model calibration in the context of fixed income securities and extend it to other asset classes and instruments. Learners will operate model calibration using Excel and apply it to price a payer swaption in a Black-Derman-Toy (BDT) model. The third module introduces credit derivatives and subsequently focuses on modeling and pricing the Credit Default Swaps. In the fourth module, learners would be introduced to the concept of securitization, specifically asset backed securities(ABS). The discussion progresses to Mortgage Backed Securities(MBS) and the associated mortgage mathematics. The final module delves into introducing and pricing Collateralized Mortgage Obligations(CMOs)."
1841,AuVaViNNEemXywr9no0_Fg,"Textual Elements of Design: Fonts, Typography, and Spacing",fonts-typography-spacing,"Graphic design is telling a story by using both images and text. With that definition in mind, this course will focus on the textual elements of graphic design. From the history of typography, the difference between type, fonts and text as well as exposure to typography spacing, students will learn the value of selecting the best kind of type and combinations of fonts to get their message across in a visually pleasing manner."
1842,1G9xzOimEeqXaRIAXHqaGw,The Challenges of Modern Caregiving,challenges-of-modern-caregiving,"Care workers are occasionally lauded as “heroes” of society, but the special challenges they face are not fully understood. This course examines how the organization of care has changed in modern times and the dilemmas those developments pose to helping professionals. Among the questions it engages are: How does the meaning of care change when it is performed outside the family? Do bureaucratic systems discourage individuals from taking responsibility for others’ suffering? How do care professionals manage their emotions and those of their clients?  Can and should care work be rehumanized? In addition to helping learners develop informed responses to these pressing issues, The Challenges of Modern Caregiving will give students the chance to learn a method that identifies gaps in existing care systems."
1843,FkAMrrwEEey8ogoy0lwspQ,Introduction to Software Engineering,introduction-to-software-engineering,"Are you curious about the lucrative field that is software engineering and how you might be a part of it? This is the course for you! By taking this course you will gain foundational knowledge of software development, programming, and the many exciting job roles and career paths that the IT industry offers. 

Learn about the power of the Software Development Lifecycle (SDLC), and modern software development frameworks methodologies like Agile and Scrum. Explore fundamental programming principles and foundations of design, architecture, and deployment. The course offers a number of labs that will help you get important hands-on experience. These include, getting started with an IDE, basics of programming in Python, and Hello World in 10 languages.  

The field of software engineering is growing at an estimated rate of 22% according to the US Bureau of Labor and Statistics. In addition to aspiring software engineers, front-end, back-end, full stack developers and DevOps professionals, this course is also suitable for those in related careers such as Product and Project Managers, IT Managers, Information Developers, UI/UX designers and others who communicate and interact with software engineers.   

You will learn about the different job opportunities and possible career paths in the software engineering field and also hear from industry professionals about what they do on a day-to-day basis.  

Professionals in the software engineering field are in great demand and now is a great time to learn more about this exciting domain. Start by enrolling now!"
1844,TvEtNmHZEe62wwrYx-2qTQ,Introduction to Midjourney,introduction-to-midjourney,"Welcome to the Introduction to MidJourney course, where you'll begin a journey to gain practical skills in AI art generation and harness the capabilities of Generative AI for creating images.

Throughout this short course, you'll explore the many ways to generate a wide variety of images, from realistic to abstract to surreal, with MidJourney and delve into its various features and functionalities. By the end of this course, you will be able to:

- Identify the key features and functionalities of MidJourney.
- Generate high-quality images and creative content using MidJourney, applying learned prompt engineering techniques.
- Create concept art and character designs using MidJourney, demonstrating proficiency in image generation.
- Utilize prompt engineering and ChatGPT to compose prompts with the aim of designing specific, creatively tailored criteria for generating breathtaking images in MidJourney.

This short course is designed for UI/UX developers, artists, entrepreneurs, and freshers who are interested in learning how to use MidJourney to create stunning images for their work and projects.

Prior experience with Generative AI tools, the Discord Channel, and Prompt Engineering can be beneficial when working with MidJourney.

Begin a creative journey to master MidJourney and enhance your skills in generating visually captivating images for diverse purposes."
1845,5PZ1sRS3EeuiZRI3o9QgMQ,Trello for Beginners,trello-for-beginners,"How do you organize your teams or projects remotely or in the office?  Trello’s main home page says that they help teams work more collaboratively and get more done.  Trello’s boards, lists, and cards enable teams to organize and prioritize projects in a fun, flexible, and rewarding way.  A buzz word in the business world today is iterative and many people want to learn how to be more agile.  Kanbans were developed in Japan as a scheduling system for lean manufacturing and just in time manufacturing.  An industrial engineer who worked at Toyota developed Kanban to improve manufacturing efficiency but many software companies have taken the idea and run with it as well. If you learn about a Kanban using a Trello Board as a visual system for managing work as it moves through a process, you can start to explore what these buzzwords mean to you and for your organization.

By the end of your time in this project you will have a Trello board that you can use to help organize your projects at home and at work.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions."
1846,EFG5EMgLEe2QRhJ_VEQFMw,"Project Management Foundations, Initiation, and Planning",project-management-foundations-initiation-and-planning,"To navigate today’s complex and rapidly changing work environments, many organizations divide work into projects. Project management provides a structured approach to plan and manage projects in order to achieve on-time, within-budget, and scope as planned delivery. 

Compare and contrast predictive and adaptive project management models. Learn to avoid common causes of project failure. Investigate how to lead effective meetings and how motivating your team can lead to project success. Create essential documents required during the project initiation phase like the business case, project charter, project brief, stakeholder register, and stakeholder engagement plan. Prepare other project documents to help you scope a project and plan accurate project schedules and budgets. 

You will gain practical experience with hands-on labs. Upon completion, you will have a portfolio of widely used project initiation and planning assets to demonstrate your skills to potential employers.
  
This course is set up to help you succeed as a project manager. It is well-suited for those looking to step up their careers or new graduates seeking to establish their project management careers.

This course is part of series of courses intended to help you prepare for CAPM and PMP certification exam.

RECOMMENDED: It is good for everyone gearing toward a career in Project Management to have basic to intermediate skills in an Office Productivity Suite, such as Microsoft Office 365. We highly recommend enrolling in the SkillUp EdTech Office Productivity Software Specialization, which covers Word Processing, Spreadsheets, PowerPoint, Messaging, and Email."
1847,jFMqqYsqEeuWrg570nzy8Q,Cooking for Busy Healthy People,cooking-healthy-food,"Cooking is one of the most powerful ways in which we can optimize our enjoyment of great quality food while protecting our health. Even on a tight budget, cooking can be a cost-effective, joyful and rewarding way to love the food that will love us back for a lifetime. In this course, you’ll learn some basic recipes from a home cook and two professional chefs who prioritize healthful eating. You’ll also learn some of the fundamentals of principle-based cooking that can help you break free from the chains of having to follow recipes exactly. Better health and creative expression lie in the ability to improvise in the kitchen, using whatever is available to make tasty, simple meals. We can’t wait to welcome you into our kitchens in this mouth-watering course! Here’s to your health and the home cooking that can support it!

Special thanks to course contributors: Israel Garcia, Jacopo Beni, Jesper Baanghaell, Sejal Parekh, William Bottini, Perry Pickert and Friday Films"
1848,ISD4Fpf-Ee6Yvg6sv84HSQ,Responsible AI: Applying AI Principles with GC - Polski,responsible-ai-applying-ai-principles-with-google-cloud-pl,"Im szerzej wykorzystuje się w firmach sztuczną inteligencję i systemy uczące się, tym większej wagi nabiera odpowiedzialne podejście do opracowywania tych technologii. Wielu organizacjom trudniej jest jednak wprowadzić zasady odpowiedzialnej AI w praktyce niż tylko o tym rozmawiać. To szkolenie jest przeznaczone dla osób, które chcą się dowiedzieć, jak wdrożyć odpowiedzialną AI w swojej organizacji. 

W jego trakcie dowiesz się, jak robimy to w Google Cloud, oraz poznasz sprawdzone metody i wnioski z naszych działań w tym zakresie. Pomoże Ci to opracować własne podejście do odpowiedzialnej AI."
1849,ttER2pXJEeiQzApPTDulpA,Intro to TensorFlow en Español,intro-tensorflow-es,"Este curso se enfoca en aprovechar la flexibilidad y facilidad de uso de TensorFlow 2.x y Keras para compilar, entrenar e implementar modelos de aprendizaje automático.  Aprenderá sobre la jerarquía de la API de TensorFlow 2.x y conocerá los componentes principales de TensorFlow mediante ejercicios prácticos.  Le mostraremos cómo trabajar con conjuntos de datos y columnas de atributos. Aprenderá a diseñar y compilar una canalización de datos de entrada de TensorFlow 2.x.  Adquirirá experiencia práctica en la carga de arreglos de NumPy, imágenes y datos de texto con tf.data.Dataset, así como de datos de CSV con Pandas. También adquirirá experiencia práctica en la creación de columnas de atributos numéricas, categóricas, agrupadas en depósitos y con hash.

Además, le presentaremos las API secuencial y funcional de Keras para mostrarle cómo crear modelos de aprendizaje profundo.  Hablaremos sobre las funciones de activación, pérdida y optimización.  Nuestros labs prácticos sobre los notebooks de Jupyter le permitirán compilar modelos de aprendizaje automático de regresión lineal básica, y de regresión logística básica y avanzada.  Aprenderá a entrenar, implementar y llevar a producción modelos de aprendizaje automático a gran escala con AI Platform de Cloud."
1850,98lFN-5xEeus-grMriMPzw,English for Running a Successful Business,english-for-getting-down-to-business,"In this course, as you read passages and watch videos, you will learn about the challenges of entrepreneurship, the importance of sales professionals in every company, and how to read numbers and graphs in sales reports. You will also learn how important project management and sustainability are for companies in modern times. Additionally, you will learn the correct usage of modal verbs and phrasal verbs as well as how to clearly ask for clarification. Your professional communication skills will improve as you incorporate these lessons into your English. This will help you to be more successful in using English in your business life."
